state,action,next_state,reward,done
[ 0.30082923  0.953678   -0.867214   -0.4979356  -1.3454773  -4.718997  ],2,[ 0.66856855  0.7436505  -0.9738623   0.22713928 -2.6862445  -3.032285  ],-0.9984856261937581,False
[ 0.66856855  0.7436505  -0.9738623   0.22713928 -2.6862445  -3.032285  ],1,[ 0.9611679   0.27596435 -0.6739993   0.738732   -2.6780071  -3.3369067 ],-1.001094777066574,False
[ 0.5302966  -0.8478122   0.00830902  0.9999655  -3.6429708   1.6121154 ],2,[-0.03236471 -0.99947613 -0.08411568  0.99645597 -2.2132344  -0.5627787 ],-1.0096629164255455,False
[-0.03236471 -0.99947613 -0.08411568  0.99645597 -2.2132344  -0.5627787 ],2,[-0.3156551  -0.948874    0.17757758  0.9841068  -0.6933526  -1.9439206 ],-1.005620849638478,False
[-0.3156551  -0.948874    0.17757758  0.9841068  -0.6933526  -1.9439206 ],0,[-0.2959035  -0.95521784  0.6564739   0.75434875  0.8865315  -3.4192123 ],-1.0023041092189247,False
[-0.2959035  -0.95521784  0.6564739   0.75434875  0.8865315  -3.4192123 ],1,[ 0.01612115 -0.99987006  0.9987056   0.05086286  2.251116   -4.588796  ],-1.000830776790459,False
[ 0.01612115 -0.99987006  0.9987056   0.05086286  2.251116   -4.588796  ],1,[ 0.5461838  -0.8376653   0.60146517 -0.798899    3.2948158  -4.944544  ],-1.0020548438457515,False
[ 0.7326081   0.6806507   0.4776989  -0.87852365 -0.90426874  1.2224177 ],1,[ 0.8874686   0.46086824  0.7731786  -0.6341884  -1.7541977   2.6051471 ],-1.0186591753062388,False
[ 0.8874686   0.46086824  0.7731786  -0.6341884  -1.7541977   2.6051471 ],0,[ 0.9963088   0.08584177  0.99495584 -0.10031372 -2.079453    3.0887175 ],-1.0199620314845108,False
[ 0.9963088   0.08584177  0.99495584 -0.10031372 -2.079453    3.0887175 ],0,[ 0.9532888  -0.3020604   0.89517736  0.44571015 -1.7491058   2.3568711 ],-1.019412826924607,False
[ 0.9532888  -0.3020604   0.89517736  0.44571015 -1.7491058   2.3568711 ],2,[ 0.8211596  -0.5706986   0.654117    0.75639343 -1.1986433   1.5264864 ],-1.0178996670982992,False
[ 0.8211596  -0.5706986   0.654117    0.75639343 -1.1986433   1.5264864 ],0,[ 0.7328557  -0.6803841   0.54068583  0.8412246  -0.1923874  -0.11042712],-1.0170145624062426,False
[ 0.7326081   0.6806507   0.4776989  -0.87852365 -0.90426874  1.2224177 ],2,[ 0.8926829   0.45068532  0.7921994  -0.6102624  -1.8710337   2.9171062 ],-1.0187490199885123,False
[ 0.8926829   0.45068532  0.7921994  -0.6102624  -1.8710337   2.9171062 ],2,[ 0.99962133  0.02751655  0.9985103   0.05456354 -2.4154944   3.978054  ],-1.0199625216054102,False
[ 0.99962133  0.02751655  0.9985103   0.05456354 -2.4154944   3.978054  ],2,[ 0.9046941  -0.42606175  0.68471944  0.7288068  -2.139533    3.4099102 ],-1.0183467238810024,False
[ 0.9046941  -0.42606175  0.68471944  0.7288068  -2.139533    3.4099102 ],2,[ 0.6998339  -0.7143056   0.20024689  0.97974545 -1.3692522   2.0826392 ],-1.0153981116394224,False
[ 0.6998339  -0.7143056   0.20024689  0.97974545 -1.3692522   2.0826392 ],1,[ 0.5675834  -0.8233159  -0.05532988  0.9984681  -0.33266002  0.50353324],-1.0135823377232904,False
[ 0.68165857  0.73167044  0.47454014 -0.8802339  -0.29854912  0.9871457 ],2,[ 0.796163    0.60508215  0.7595389  -0.65046185 -1.394751    2.685374  ],-1.0179446270920596,False
[ 0.796163    0.60508215  0.7595389  -0.65046185 -1.394751    2.685374  ],2,[ 0.9610178   0.27648652  0.9996763  -0.02544139 -2.2129464   3.977518  ],-1.0192875873358485,False
[ 0.9610178   0.27648652  0.9996763  -0.02544139 -2.2129464   3.977518  ],0,[ 0.98781484 -0.15563351  0.75936896  0.6506603  -2.0374734   3.1398964 ],-1.0183919535731742,False
[ 0.98781484 -0.15563351  0.75936896  0.6506603  -2.0374734   3.1398964 ],2,[ 0.86546564 -0.5009683   0.3283558   0.9445541  -1.585003    2.0625727 ],-1.016228379524443,False
[ 0.86546564 -0.5009683   0.3283558   0.9445541  -1.585003    2.0625727 ],2,[ 0.71675736 -0.69732267  0.04882666  0.99880725 -0.85071695  0.78956646],-1.0144824516612152,False
[ 0.5302966  -0.8478122   0.00830902  0.9999655  -3.6429708   1.6121154 ],0,[-0.01256974 -0.999921   -0.0357219   0.99936175 -2.003383   -1.0485872 ],-1.009871620920376,False
[-0.01256974 -0.999921   -0.0357219   0.99936175 -2.003383   -1.0485872 ],2,[-0.24959233 -0.968351    0.3212819   0.9469836  -0.41498637 -2.4686246 ],-1.0058723068722175,False
[-0.24959233 -0.968351    0.3212819   0.9469836  -0.41498637 -2.4686246 ],0,[-0.16816863 -0.98575824  0.8320141   0.5547545   1.2287478  -4.081489  ],-1.002387664925047,False
[-0.16816863 -0.98575824  0.8320141   0.5547545   1.2287478  -4.081489  ],1,[ 0.211013   -0.9774833   0.9413299  -0.33748776  2.5209315  -5.111645  ],-1.0007975724835172,False
[ 0.211013   -0.9774833   0.9413299  -0.33748776  2.5209315  -5.111645  ],1,[ 0.7229014  -0.69095117  0.2006188  -0.9796694   3.3781042  -4.9229684 ],-1.001910253459677,False
[ 0.70437884 -0.7098242   0.9594283   0.28195265 -3.0056098   5.936511  ],1,[ 0.30946112 -0.9509121   0.2733899   0.9619033  -1.5931821   4.048747  ],-1.0130875014452396,False
[ 0.30946112 -0.9509121   0.2733899   0.9619033  -1.5931821   4.048747  ],2,[ 0.13933922 -0.9902447  -0.36838344  0.92967397 -0.15345703  2.5250313 ],-1.0100861365939418,False
[ 0.13933922 -0.9902447  -0.36838344  0.92967397 -0.15345703  2.5250313 ],2,[ 0.24724518 -0.96895295 -0.6707724   0.7416633   1.2333094   1.0397844 ],-1.0080003677534688,False
[ 0.24724518 -0.96895295 -0.6707724   0.7416633   1.2333094   1.0397844 ],1,[ 0.58506024 -0.81098986 -0.6916328   0.7222493   2.4584146  -0.7724534 ],-1.007661502362589,False
[ 0.58506024 -0.81098986 -0.6916328   0.7222493   2.4584146  -0.7724534 ],0,[ 0.93370074 -0.3580544  -0.39058354  0.9205675   3.228407   -2.852261  ],-1.008986258414617,False
"[  0.93810695  -0.34634563   0.8372726   -0.5467857    3.0916731
 -11.309291  ]",1,[ 0.9984944   0.05485423 -0.8053259  -0.5928323   1.0089461  -8.23692   ],-1.002269003554771,False
[ 0.9984944   0.05485423 -0.8053259  -0.5928323   1.0089461  -8.23692   ],0,[ 0.9737982   0.2274139  -0.54610753  0.8377151   1.2548076  -8.626283  ],-1.0025149160881004,False
[ 0.9737982   0.2274139  -0.54610753  0.8377151   1.2548076  -8.626283  ],2,"[  0.78582335   0.618451     0.9886499    0.15023758   2.7760673
 -11.040428  ]",-1.014698130117376,False
"[  0.78582335   0.618451     0.9886499    0.15023758   2.7760673
 -11.040428  ]",0,[ 0.5540125   0.8325084  -0.21087624 -0.9775128  -0.17101413 -7.5392985 ],-1.012509719590409,False
[ 0.5540125   0.8325084  -0.21087624 -0.9775128  -0.17101413 -7.5392985 ],0,[ 0.7917117   0.61089486 -0.9895623  -0.1441058  -2.663029   -5.0336866 ],-1.0009629715881485,False
[-0.29100114  0.9567227  -0.01972783 -0.9998054   2.389254   -2.3409495 ],0,[-0.6158319   0.78787756 -0.37991312 -0.9250222   1.3239564  -1.467822  ],-1.0034693491429523,False
[-0.6158319   0.78787756 -0.37991312 -0.9250222   1.3239564  -1.467822  ],2,[-0.7314799   0.68186307 -0.55809426 -0.82977754  0.26616606 -0.59982306],-1.0024254950515208,False
[-0.7314799   0.68186307 -0.55809426 -0.82977754  0.26616606 -0.59982306],1,[-0.70272714  0.71145946 -0.6090112  -0.79316163 -0.6861404  -0.00742435],-1.002895438677504,False
[-0.70272714  0.71145946 -0.6090112  -0.79316163 -0.6861404  -0.00742435],2,[-0.50686735  0.86202407 -0.5266446  -0.85008556 -1.8173952   1.088284  ],-1.0049286580246748,False
[-0.50686735  0.86202407 -0.5266446  -0.85008556 -1.8173952   1.088284  ],1,[-0.04782154  0.9988559  -0.19542216 -0.9807192  -3.042206    2.638469  ],-1.009411210234671,False
[ 0.76851195 -0.6398355   0.49138492  0.8709425  -3.473732    2.20377   ],1,[ 0.300261   -0.95385706  0.2996379   0.954053   -2.1688128  -0.05334935],-1.0130026078617167,False
[ 0.300261   -0.95385706  0.2996379   0.954053   -2.1688128  -0.05334935],1,[ 0.02424514 -0.99970603  0.47778022  0.8784794  -0.631786   -1.7964425 ],-1.0091405014119967,False
[ 0.02424514 -0.99970603  0.47778022  0.8784794  -0.631786   -1.7964425 ],1,[ 0.04750011 -0.9988712   0.84006405  0.5424872   0.8442414  -3.1601245 ],-1.0062927811323001,False
[ 0.04750011 -0.9988712   0.84006405  0.5424872   0.8442414  -3.1601245 ],1,[ 0.3428809  -0.93937886  0.98454106 -0.1751538   2.129822   -4.239587  ],-1.0051592542862973,False
[ 0.3428809  -0.93937886  0.98454106 -0.1751538   2.129822   -4.239587  ],0,[ 0.77157724 -0.63613564  0.47150046 -0.8818658   3.0972476  -4.5547447 ],-1.0057438998509334,False
[ 0.00867652 -0.99996233  0.87763584  0.479328    2.2235603  -7.804339  ],0,[ 0.54465014 -0.83866334  0.3994937  -0.91673595  3.1120136  -8.203827  ],-0.9999340163866764,False
[ 0.54465014 -0.83866334  0.3994937  -0.91673595  3.1120136  -8.203827  ],2,[ 0.9300543  -0.36742216 -0.8865657  -0.46260276  3.1435018  -7.0250025 ],-0.9993552958414428,False
[ 0.9300543  -0.36742216 -0.8865657  -0.46260276  3.1435018  -7.0250025 ],2,[ 0.9651858   0.26156518 -0.60097295  0.7992694   3.2355337  -7.2978425 ],-1.0017607421283068,False
[ 0.9651858   0.26156518 -0.60097295  0.7992694   3.2355337  -7.2978425 ],0,[ 0.5850475   0.81099904  0.8468773   0.5317884   3.569552   -9.29074   ],-1.006492310896869,False
[ 0.5850475   0.81099904  0.8468773   0.5317884   3.569552   -9.29074   ],0,[ 0.0314911  0.999504   0.3500545 -0.9367293  1.9406166 -7.7335277],-1.0097877945024403,False
[ 0.70437884 -0.7098242   0.9594283   0.28195265 -3.0056098   5.936511  ],0,[ 0.3196184  -0.94754636  0.3010041   0.9536228  -1.4980915   3.7831936 ],-1.0131942670038723,False
[ 0.3196184  -0.94754636  0.3010041   0.9536228  -1.4980915   3.7831936 ],0,[ 0.18099701 -0.9834837  -0.24930121  0.968426    0.05215235  1.8394483 ],-1.0108830536612674,False
[ 0.18099701 -0.9834837  -0.24930121  0.968426    0.05215235  1.8394483 ],2,[ 0.3193334  -0.94764245 -0.4594934   0.8881812   1.3597782   0.38832203],-1.0101427998387253,False
[ 0.3193334  -0.94764245 -0.4594934   0.8881812   1.3597782   0.38832203],2,[ 0.65298927 -0.7573672  -0.38329497  0.923626    2.446983   -1.2599545 ],-1.0110222577097092,False
[ 0.65298927 -0.7573672  -0.38329497  0.923626    2.446983   -1.2599545 ],1,[ 0.95754695 -0.28827733  0.05653946  0.9984004   3.1289222  -3.2336938 ],-1.0129950234450398,False
[ 0.9481104   0.31794137  0.99844533  0.05574023 -2.976438    5.193373  ],1,[ 0.9643523  -0.2646216   0.52059484  0.8538039  -2.7889233   4.1739373 ],-1.0169232409333762,False
[ 0.9643523  -0.2646216   0.52059484  0.8538039  -2.7889233   4.1739373 ],2,[ 0.7196106  -0.6943779  -0.13011308  0.9914992  -2.1497095   2.5816927 ],-1.013144548980779,False
[ 0.7196106  -0.6943779  -0.13011308  0.9914992  -2.1497095   2.5816927 ],2,[ 0.4464266  -0.8948203  -0.47301248  0.8810557  -1.2162062   1.0689805 ],-1.0102364776151458,False
[ 0.4464266  -0.8948203  -0.47301248  0.8810557  -1.2162062   1.0689805 ],0,[ 0.3357999  -0.94193333 -0.5006963   0.865623    0.02870595 -0.73816794],-1.0098302530077197,False
[ 0.3357999  -0.94193333 -0.5006963   0.865623    0.02870595 -0.73816794],0,[ 0.45930827 -0.88827693 -0.19366685  0.98106736  1.3199695  -2.5884943 ],-1.0124181498659137,False
"[  0.7228756    0.6909782    0.911493     0.41131553   3.496885
 -10.295846  ]",1,[ 0.2699424   0.9628765   0.11805905 -0.9930066   1.3429356  -7.6773586 ],-1.0125795420509227,False
[ 0.2699424   0.9628765   0.11805905 -0.9930066   1.3429356  -7.6773586 ],2,[ 0.29042578  0.9568975  -0.89103913 -0.4539265  -1.3653213  -4.740081  ],-1.0046600620470432,False
[ 0.29042578  0.9568975  -0.89103913 -0.4539265  -1.3653213  -4.740081  ],1,[ 0.65351266  0.75691557 -0.95210373  0.3057752  -2.5644643  -3.3402448 ],-0.997998547966855,False
[ 0.65351266  0.75691557 -0.95210373  0.3057752  -2.5644643  -3.3402448 ],0,[ 0.94026333  0.34044802 -0.52945745  0.8483365  -2.2971845  -4.0510283 ],-1.0015361943346504,False
[ 0.94026333  0.34044802 -0.52945745  0.8483365  -2.2971845  -4.0510283 ],1,[ 0.9991686   0.04076957  0.46635687  0.88459665 -0.5939921  -6.6380277 ],-1.0142907309960496,False
"[  0.73309374   0.6801276    0.997978    -0.06356046   3.0615532
 -11.877097  ]",0,[ 0.49946645  0.86633325 -0.48622742 -0.8738323  -0.5330649  -7.752856  ],-1.0101364213718254,False
[ 0.49946645  0.86633325 -0.48622742 -0.8738323  -0.5330649  -7.752856  ],0,[ 0.7783926   0.62777776 -0.9722376   0.23399594 -2.5138557  -5.842585  ],-0.9987471261762328,False
[ 0.7783926   0.62777776 -0.9722376   0.23399594 -2.5138557  -5.842585  ],2,[ 0.96149254  0.27483112 -0.07633543  0.9970822  -1.0579165  -7.332671  ],-1.0061406735945513,False
[ 0.96149254  0.27483112 -0.07633543  0.9970822  -1.0579165  -7.332671  ],2,[ 0.95227015  0.30525663  0.9874188  -0.15812695  0.7041565  -9.856501  ],-1.01940828841723,False
[ 0.95227015  0.30525663  0.9874188  -0.15812695  0.7041565  -9.856501  ],0,[ 0.9840569   0.17785391 -0.21133551 -0.9774136  -2.3395782  -5.8996286 ],-1.0094992755299121,False
[ 0.7373122   0.6755522  -0.9603914  -0.27865458  4.014892   -2.9309947 ],2,[ 0.13043523  0.9914568  -0.9901439   0.14005397  2.8842404  -1.311419  ],-0.9986242811319207,False
[ 0.13043523  0.9914568  -0.9901439   0.14005397  2.8842404  -1.311419  ],1,[-0.31756392  0.9482369  -0.96629053  0.25745413  1.6724607   0.11487649],-0.9974516758828557,False
[-0.31756392  0.9482369  -0.96629053  0.25745413  1.6724607   0.11487649],1,[-0.5215571   0.8532164  -0.9952546   0.09730553  0.60177666  1.496907  ],-0.9991450230655664,False
[-0.5215571   0.8532164  -0.9952546   0.09730553  0.60177666  1.496907  ],1,[-0.5341783   0.84537184 -0.94609064 -0.32390192 -0.4754875   2.7593837 ],-1.002450203609834,False
[-0.5341783   0.84537184 -0.94609064 -0.32390192 -0.4754875   2.7593837 ],1,[-0.33636966  0.94173    -0.53394663 -0.8455182  -1.7703539   4.0640364 ],-1.0063948363606323,False
"[  0.78582335   0.618451     0.9886499    0.15023758   2.7760673
 -11.040428  ]",1,[ 0.5600658   0.8284481  -0.18621507 -0.982509   -0.21602498 -7.321203  ],-1.012697308493108,False
[ 0.5600658   0.8284481  -0.18621507 -0.982509   -0.21602498 -7.321203  ],1,[ 0.80199486  0.5973309  -0.9727315  -0.23193422 -2.7567043  -4.5687556 ],-1.0016041069516508,False
[ 0.80199486  0.5973309  -0.9727315  -0.23193422 -2.7567043  -4.5687556 ],1,[ 0.9989426   0.04597409 -0.807549    0.5898005  -2.7519956  -4.6257    ],-1.00165131979016,False
[ 0.9989426   0.04597409 -0.807549    0.5898005  -2.7519956  -4.6257    ],2,[ 0.9548106  -0.29721493  0.22296415  0.97482663 -0.44981152 -7.3982882 ],-1.0145743217224217,False
[ 0.9548106  -0.29721493  0.22296415  0.97482663 -0.44981152 -7.3982882 ],0,[ 0.9899985  -0.14107756  0.8791269  -0.47658777  1.2471604  -9.876072  ],-1.0179309704192383,False
[-0.10229834 -0.9947538   0.6436519   0.7653184   0.5709714  -2.6355066 ],2,[ 0.13745709 -0.9905077   0.9681028   0.25055337  1.8088038  -3.5230494 ],-1.005187047234061,False
[ 0.13745709 -0.9905077   0.9681028   0.25055337  1.8088038  -3.5230494 ],0,[ 0.5900566  -0.8073619   0.8402514  -0.54219705  3.0459056  -4.537719  ],-1.0064810319035873,False
[ 0.5900566  -0.8073619   0.8402514  -0.54219705  3.0459056  -4.537719  ],1,[ 0.9648779  -0.26269865  0.15214247 -0.98835856  3.6008883  -3.6758573 ],-1.0085203638408908,False
[ 0.9648779  -0.26269865  0.15214247 -0.98835856  3.6008883  -3.6758573 ],2,[ 0.90104884  0.43371758 -0.3720486  -0.92821324  3.4039419  -1.5649295 ],-1.0096839730808604,False
[ 0.90104884  0.43371758 -0.3720486  -0.92821324  3.4039419  -1.5649295 ],2,[ 0.51296973  0.85840666 -0.43687168 -0.89952385  2.289628    0.86954284],-1.010610250691317,False
[ 0.80981874  0.5866801  -0.638325    0.769767    3.290393   -7.087999  ],0,[ 0.2985713   0.95438737  0.74534035  0.6666842   3.1548147  -8.332244  ],-0.9988483355941286,False
[ 0.2985713   0.95438737  0.74534035  0.6666842   3.1548147  -8.332244  ],0,[-0.23248392  0.9726002   0.6129101  -0.79015267  1.8813354  -7.5082393 ],-1.0039352700014859,False
[-0.23248392  0.9726002   0.6129101  -0.79015267  1.8813354  -7.5082393 ],1,[-0.34716988  0.93780226 -0.56093216 -0.8278618  -0.6958061  -5.1190586 ],-1.0062393950511817,False
[-0.34716988  0.93780226 -0.56093216 -0.8278618  -0.6958061  -5.1190586 ],2,[ 0.00950743  0.9999548  -0.9838745  -0.17886007 -2.7707677  -2.9039977 ],-1.0017900528960135,False
[ 0.00950743  0.9999548  -0.9838745  -0.17886007 -2.7707677  -2.9039977 ],0,[ 0.62913924  0.7772926  -0.9628926   0.26988482 -3.7987428  -1.8398852 ],-0.9981356622429484,False
[ 0.90104884  0.43371758 -0.3720486  -0.92821324  3.4039419  -1.5649295 ],1,[ 0.5056239   0.86275405 -0.45661542 -0.8896642   2.3807352   0.64779437],-1.0104230958126619,False
[ 0.5056239   0.86275405 -0.45661542 -0.8896642   2.3807352   0.64779437],0,[ 0.20157804  0.97947246 -0.15177184 -0.98841554  0.8328554   2.530415  ],-1.0113910997364144,False
[ 0.20157804  0.97947246 -0.15177184 -0.98841554  0.8328554   2.530415  ],1,[ 0.21448345  0.9767276   0.5216312  -0.8531711  -0.9639833   4.472953  ],-1.011596804896567,False
[ 0.21448345  0.9767276   0.5216312  -0.8531711  -0.9639833   4.472953  ],1,[ 0.5401961   0.84153914  0.99869     0.0511691  -2.4545088   6.052734  ],-1.0103662376102465,False
[ 0.5401961   0.84153914  0.99869     0.0511691  -2.4545088   6.052734  ],1,[ 0.9007135   0.43441355  0.32289368  0.9464352  -2.9196165   5.546257  ],-1.007804039374202,False
[ 0.9945799   0.10397486 -0.9439062  -0.33021373 -4.3945417   1.6331451 ],0,[ 0.74027026 -0.6723094  -0.75964564 -0.6503372  -3.8513727   1.9468591 ],-0.9974069935081717,False
[ 0.74027026 -0.6723094  -0.75964564 -0.6503372  -3.8513727   1.9468591 ],1,[ 0.17434554 -0.9846845  -0.47518146 -0.8798878  -2.6735768   1.5819976 ],-0.9922508784040057,False
[ 0.17434554 -0.9846845  -0.47518146 -0.8798878  -2.6735768   1.5819976 ],1,[-0.22893223 -0.9734424  -0.27554515 -0.96128815 -1.3990526   0.4880008 ],0.011016096505411745,True
[ 0.95227015  0.30525663  0.9874188  -0.15812695  0.7041565  -9.856501  ],2,[ 0.9861677   0.16575037 -0.1628183  -0.98665607 -2.4057136  -5.4695616 ],-1.009891401990207,False
[ 0.9861677   0.16575037 -0.1628183  -0.98665607 -2.4057136  -5.4695616 ],0,[ 0.86991173 -0.4932074  -0.8255512  -0.5643272  -4.016389   -3.0788527 ],-0.9987342469172017,False
[ 0.86991173 -0.4932074  -0.8255512  -0.5643272  -4.016389   -3.0788527 ],2,[ 0.2534372  -0.96735185 -0.9997501  -0.02235581 -3.6787195  -3.1401858 ],-0.9997843740144284,False
[ 0.2534372  -0.96735185 -0.9997501  -0.02235581 -3.6787195  -3.1401858 ],1,[-0.30606395 -0.9520109  -0.6993416   0.71478766 -1.7081007  -5.2416687 ],-1.0058846496289544,False
[-0.30606395 -0.9520109  -0.6993416   0.71478766 -1.7081007  -5.2416687 ],2,[-0.34826297 -0.9373969   0.49660936  0.86797416  1.260203   -7.754229  ],-1.002924226569939,False
[ 0.9481104   0.31794137  0.99844533  0.05574023 -2.976438    5.193373  ],0,[ 0.9673884  -0.25329775  0.54627526  0.8376057  -2.6809485   3.894144  ],-1.0170801231824704,False
[ 0.9673884  -0.25329775  0.54627526  0.8376057  -2.6809485   3.894144  ],0,"[ 7.5335574e-01 -6.5761316e-01 -7.5584237e-04  9.9999970e-01
 -1.8829812e+00  1.8858179e+00]",-1.0141039933701443,False
"[ 7.5335574e-01 -6.5761316e-01 -7.5584237e-04  9.9999970e-01
 -1.8829812e+00  1.8858179e+00]",2,[ 0.53362864 -0.8457189  -0.23003419  0.97318256 -0.9806412   0.44344804],-1.0123391469603389,False
[ 0.53362864 -0.8457189  -0.23003419  0.97318256 -0.9806412   0.44344804],1,[ 0.46187213 -0.8869465  -0.16049144  0.98703724  0.16848128 -1.1455446 ],-1.012631948454203,False
[ 0.46187213 -0.8869465  -0.16049144  0.98703724  0.16848128 -1.1455446 ],0,[ 0.5987684  -0.8009222   0.25218412  0.96767926  1.4527843  -3.0513518 ],-1.015248041324448,False
[ 0.9416584  -0.33657014  0.8664835   0.49920565  0.21527682 -0.5635009 ],1,[ 0.96819514 -0.25019634  0.94490975  0.32733095  0.6676725  -1.2910988 ],-1.019649491447679,False
[ 0.96819514 -0.25019634  0.94490975  0.32733095  0.6676725  -1.2910988 ],1,[ 0.9960102  -0.08923984  0.9995555   0.02981146  0.9248325  -1.6674727 ],-1.0199423801449965,False
[ 0.9960102  -0.08923984  0.9995555   0.02981146  0.9248325  -1.6674727 ],2,[ 0.9964941   0.08366267  0.96576864 -0.25940505  0.7623028  -1.1765693 ],-1.019805794127045,False
[ 0.9964941   0.08366267  0.96576864 -0.25940505  0.7623028  -1.1765693 ],1,[ 0.9772876   0.21191725  0.90066946 -0.43450493  0.50585485 -0.64819103],-1.01949579803713,False
[ 0.9772876   0.21191725  0.90066946 -0.43450493  0.50585485 -0.64819103],1,[ 0.96187043  0.27350545  0.87327516 -0.4872274   0.11624262  0.068703  ],-1.0193510735257032,False
[ 0.9979233  -0.06441277  0.999009    0.04450846 -0.33841372  1.2271985 ],1,[ 0.9929608  -0.11844338  0.96427536  0.26490182 -0.18604003  0.96190256],-1.019818243437281,False
[ 0.9929608  -0.11844338  0.96427536  0.26490182 -0.18604003  0.96190256],2,[ 0.9893112  -0.14581938  0.9015109   0.4327564  -0.07952862  0.7994644 ],-1.0194429035979955,False
[ 0.9893112  -0.14581938  0.9015109   0.4327564  -0.07952862  0.7994644 ],0,[ 0.992464   -0.12253644  0.8718105   0.4898433   0.30861518 -0.15821366],-1.0191772820879172,False
[ 0.992464   -0.12253644  0.8718105   0.4898433   0.30861518 -0.15821366],1,[ 0.999164   -0.0408821   0.91212463  0.409913    0.4926107  -0.71262795],-1.019272841502588,False
[ 0.999164   -0.0408821   0.91212463  0.409913    0.4926107  -0.71262795],1,[ 0.9978853   0.06499975  0.97105217  0.23886742  0.54108495 -1.0542156 ],-1.0195135764726106,False
"[  0.78582335   0.618451     0.9886499    0.15023758   2.7760673
 -11.040428  ]",2,[ 0.56615984  0.82429546 -0.16130239 -0.98690504 -0.262399   -7.1012344 ],-1.012883382601933,False
[ 0.56615984  0.82429546 -0.16130239 -0.98690504 -0.262399   -7.1012344 ],0,[ 0.8058173   0.5921643  -0.9606071  -0.27791002 -2.739211   -4.527232  ],-1.0019631185994446,False
[ 0.8058173   0.5921643  -0.9606071  -0.27791002 -2.739211   -4.527232  ],0,[ 0.9992314   0.03919942 -0.83530843  0.5497816  -2.767063   -4.657575  ],-1.001430138732684,False
[ 0.9992314   0.03919942 -0.83530843  0.5497816  -2.767063   -4.657575  ],0,[ 0.9567275  -0.2909853   0.21991895  0.97551817 -0.24992928 -7.8942347 ],-1.0145099146904628,False
[ 0.9567275  -0.2909853   0.21991895  0.97551817 -0.24992928 -7.8942347 ],0,"[  0.99559164  -0.09379371   0.8289285   -0.5593546    1.3459066
 -10.237645  ]",-1.0176840199035015,False
[ 0.3253907   0.94557965 -0.3397689  -0.94050896 -0.66616124  1.192713  ],0,[ 0.5450202   0.8384229   0.03257898 -0.99946916 -1.767339    2.63281   ],-1.0140075425939965,False
[ 0.5450202   0.8384229   0.03257898 -0.99946916 -1.767339    2.63281   ],2,[ 0.86676455  0.49871755  0.7012213  -0.71294373 -2.9243422   4.833198  ],-1.0183011584441721,False
[ 0.86676455  0.49871755  0.7012213  -0.71294373 -2.9243422   4.833198  ],0,[ 0.99411976 -0.10828596  0.9666739   0.2560108  -3.1838048   5.266048  ],-1.019828318330142,False
[ 0.99411976 -0.10828596  0.9666739   0.2560108  -3.1838048   5.266048  ],2,[ 0.7679888 -0.6404633  0.3612518  0.9324683 -2.5615816  3.937537 ],-1.016426378449606,False
[ 0.7679888 -0.6404633  0.3612518  0.9324683 -2.5615816  3.937537 ],1,[ 0.4520399  -0.89199775 -0.22335948  0.97473615 -1.4794482   2.0592387 ],-1.012205349155745,False
[ 0.99411976 -0.10828596  0.9666739   0.2560108  -3.1838048   5.266048  ],1,[ 0.77511144 -0.63182455  0.38826206  0.921549   -2.459042    3.6694767 ],-1.0165831508479064,False
[ 0.77511144 -0.63182455  0.38826206  0.921549   -2.459042    3.6694767 ],0,[ 0.4862191  -0.87383693 -0.12300128  0.9924065  -1.3090106   1.6007828 ],-1.0129361499228757,False
[ 0.4862191  -0.87383693 -0.12300128  0.9924065  -1.3090106   1.6007828 ],0,[ 0.36204606 -0.9321602  -0.2561866   0.96662736 -0.05311188 -0.21966694],-1.0117034625439474,False
[ 0.36204606 -0.9321602  -0.2561866   0.96662736 -0.05311188 -0.21966694],1,[ 0.4615801  -0.88709855 -0.05937034  0.998236    1.1411316  -1.7950996 ],-1.013197096493077,False
[ 0.4615801  -0.88709855 -0.05937034  0.998236    1.1411316  -1.7950996 ],2,[ 0.7258587  -0.68784386  0.4316322   0.9020497   2.1565845  -3.2828093 ],-1.016596319951847,False
[ 0.5401961   0.84153914  0.99869     0.0511691  -2.4545088   6.052734  ],2,[ 0.9053858   0.42458984  0.2951437   0.95545286 -3.014799    5.808813  ],-1.0076692914257028,False
[ 0.9053858   0.42458984  0.2951437   0.95545286 -3.014799    5.808813  ],1,[ 0.9850049  -0.17252627 -0.6631193   0.74851376 -3.0653253   4.440246  ],-1.0046096743995274,False
[ 0.9850049  -0.17252627 -0.6631193   0.74851376 -3.0653253   4.440246  ],2,[ 0.72643584 -0.6872343  -0.9980952   0.06169229 -2.6562607   3.4345129 ],-1.0004378076184435,False
[ 0.72643584 -0.6872343  -0.9980952   0.06169229 -2.6562607   3.4345129 ],1,[ 0.37336525 -0.9276844  -0.87065417 -0.49189562 -1.5881666   2.3162854 ],-0.9959196932968128,False
[ 0.37336525 -0.9276844  -0.87065417 -0.49189562 -1.5881666   2.3162854 ],2,[ 0.18068945 -0.9835402  -0.6410831  -0.7674715  -0.4147933   1.2700895 ],-0.9931001345483698,False
[ 0.6587996   0.7523185   0.84296834 -0.53796315  0.33288372 -8.524609  ],2,[ 0.8372323   0.54684746 -0.26057535 -0.9654535  -3.0561945  -4.0528817 ],-1.0114702595361038,False
