,hidden_state,state,q,parent,prev_action,avail_children,step,done
8303,[ 0.01922612 -2.0844853  -2.74060578 -3.56514725],[ 0.99981517  0.01922493 -0.49139345 -0.8709377  -2.7406058  -3.5651472 ],[0.3859611  0.3303612  0.28367776],7695,1,2,155,False
8304,[-0.6097582  -2.6504583  -3.28486479 -2.45570052],[ 0.8197865  -0.57266927 -0.88179845 -0.47162646 -3.284865   -2.4557004 ],[0.34962547 0.32443306 0.32594147],8303,0,2,156,False
8305,[-1.22221519  3.12081645 -2.65520165 -2.95546874],[ 0.34156463 -0.9398583  -0.9997842   0.02077471 -2.6552017  -2.9554687 ],[0.35598442 0.33416647 0.30984908],8304,2,2,157,False
8306,[-1.58874151  2.32935003 -0.79621187 -5.11015266],[-0.01794422 -0.999839   -0.6878724   0.7258316  -0.7962119  -5.1101527 ],[0.42014453 0.3403849  0.2394706 ],8305,0,2,158,False
8307,[-1.4800121   1.04754776  1.92491771 -7.85030154],[ 0.09065957 -0.9958819   0.49969667  0.86620045  1.9249177  -7.8503017 ],[0.52672815 0.30430022 0.16897169],8306,1,0,159,False
8308,[ 1.82049091 -1.48395273  2.16970893 -1.86353261],[-0.24710803  0.96898794  0.08673448 -0.99623144  2.169709   -1.8635327 ],[0.43302184 0.28026333 0.28671482],7896,1,0,151,False
8309,[ 2.13259487 -1.73753278  0.97741214 -0.77530487],[-0.5327092   0.8462984  -0.16596495 -0.98613167  0.97741216 -0.77530485],[0.38350773 0.29945245 0.31703982],8308,1,2,152,False
8310,[ 2.21089571 -1.79637437 -0.18529746  0.15953434],[-0.59727514  0.8020364  -0.2236698  -0.974665   -0.18529746  0.15953434],[0.37097055 0.30623245 0.32279697],8309,2,2,153,False
8311,[ 2.05678177 -1.66869739 -1.37194738  1.17047026],[-0.46707994  0.8842151  -0.09774475 -0.99521154 -1.3719474   1.1704702 ],[0.3266012  0.31401682 0.35938194],8310,2,2,154,False
8312,[ 1.66959205 -1.34152881 -2.52495636  2.21738008],[-0.09863508  0.9951237   0.22726427 -0.97383314 -2.5249565   2.21738   ],[0.27520132 0.31972846 0.40507025],8311,0,3,155,False
8313,[-0.81132303 -0.99306521  2.87434893 -9.11314902],[ 0.68853956 -0.72519875  0.5461247  -0.8377039   2.8743489  -9.113149  ],[0.5780845  0.268639   0.15327652],7925,0,2,159,False
8314,[-0.30091329 -2.63758951  2.32239245 -7.62383239],[ 0.9550662  -0.2963926  -0.8756563  -0.48293477  2.3223925  -7.623832  ],[0.5318853  0.28190464 0.18620998],8313,1,2,160,False
8315,[ 0.17490232  2.11921661  2.58803751 -7.99610013],[ 0.98474354  0.17401195 -0.52133983  0.85334915  2.5880375  -7.9961    ],[0.5662784  0.26304975 0.17067192],8314,2,2,161,False
8316,[  0.7899115    0.28629543   3.40531139 -10.18074165],"[  0.7039082    0.71029097   0.95929664   0.2824004    3.4053113
 -10.180741  ]",[0.6293359  0.24509858 0.12556551],8315,1,0,162,False
8317,[ 1.29478301 -1.56113563  1.17132409 -7.58928865],[ 0.27252203  0.96214956  0.00966055 -0.9999533   1.1713241  -7.5892887 ],[0.53391963 0.2847707  0.18130964],8316,0,3,163,False
8318,[-0.75011743  1.10242542  0.4018838  -1.54298065],[ 0.7316088  -0.68172467  0.45143324  0.8923049   0.4018838  -1.5429807 ],[0.40255657 0.33473837 0.2627051 ],6204,0,2,56,False
8319,[-0.58473786  0.68170172  1.22557366 -2.62686032],[ 0.8338568  -0.5519808   0.77650154  0.63011533  1.2255737  -2.6268604 ],[0.44086748 0.32894734 0.23018515],8318,2,2,57,False
8320,[-0.28053204  0.08541255  1.73634368 -3.18794054],[ 0.9609083  -0.27686694  0.9963546   0.08530874  1.7363436  -3.1879406 ],[0.45225742 0.32010454 0.22763802],8319,2,2,58,False
8321,[ 0.09458144 -0.58006543  1.90684039 -3.25432744],[ 0.9955305   0.09444049  0.8364268  -0.54807866  1.9068404  -3.2543275 ],[0.45348415 0.31398872 0.23252712],8320,0,2,59,False
8322,[ 0.44429927 -1.14649206  1.52571469 -2.31458577],[ 0.9029121   0.42982528  0.41168684 -0.9113254   1.5257146  -2.3145857 ],[0.44525152 0.30476776 0.24998079],8321,0,3,60,False
8323,[ 1.88072353 -1.618295    2.31070603 -2.07556204],[-0.3049893   0.9523558  -0.04748081 -0.99887216  2.3107061  -2.075562  ],[0.43963265 0.2794867  0.2808807 ],7602,2,2,151,False
8324,[ 2.21625764 -1.89170558  1.07605717 -0.77427882],[-0.60156703  0.79882234 -0.3154295  -0.948949    1.0760572  -0.7742788 ],[0.38674936 0.2991844  0.31406626],8323,2,2,152,False
8325,[ 2.32855232 -1.97971547  0.06096664 -0.14109974],[-0.6872932   0.7263801  -0.39761782 -0.9175511   0.06096664 -0.14109974],[0.37909293 0.3089714  0.31193566],8324,1,2,153,False
8326,[ 2.23334824 -1.92643293 -1.0249015   0.70620878],[-0.61513084  0.788425   -0.3481872  -0.937425   -1.0249015   0.70620877],[0.34756148 0.31617898 0.33625957],8325,2,2,154,False
8327,[ 1.90926001 -1.66963663 -2.24648676  1.97304311],[-0.3320383   0.9432659  -0.09867945 -0.9951193  -2.2464867   1.9730431 ],[0.29680032 0.31979337 0.38340634],8326,2,3,155,False
8328,[-1.25588213  1.03759479 -2.34125523  5.10240696],[ 0.30973488 -0.95082295  0.50829303  0.8611842  -2.3412552   5.102407  ],[0.17924237 0.2894971  0.5312605 ],8294,2,2,111,False
8329,[-1.55630732  1.83798748 -0.6790675   2.99636968],[ 0.0144885  -0.99989504 -0.2640233   0.9645163  -0.6790675   2.9963696 ],[0.24871577 0.3397843  0.41149992],8328,0,2,112,False
8330,[-1.53468598  2.25620042  0.87536641  1.1883285 ],[ 0.0361025 -0.9993481 -0.6329859  0.7741633  0.8753664  1.1883285],[0.30718455 0.36937103 0.32344443],8329,0,2,113,False
8331,[-1.2284745   2.34437305  2.1561854  -0.34620278],[ 0.33567512 -0.9419778  -0.6986985   0.7154162   2.1561854  -0.3462028 ],[0.36870277 0.34443918 0.28685808],8330,2,2,114,False
8332,[-0.68170847  2.06038303  3.22379276 -2.53074153],[ 0.7764973 -0.6301206 -0.4702612  0.8825273  3.2237928 -2.5307415],[0.44712907 0.30560255 0.24726841],8331,0,3,115,False
8333,[ 1.28595042 -1.5343631   1.10616653 -7.35281187],[ 0.28100958  0.95970494  0.03642517 -0.99933636  1.1061665  -7.352812  ],[0.53020775 0.28584456 0.18394768],8316,1,2,163,False
8334,[ 1.23672334 -2.73941213 -1.41471044 -4.9060257 ],[ 0.32789356  0.94471467 -0.92020965 -0.39142582 -1.4147104  -4.906026  ],[0.44250673 0.30156773 0.2559255 ],8333,0,2,164,False
8335,[ 0.82953149  2.69421419 -2.3739542  -3.8956352 ],[ 0.67522144  0.7376151  -0.90158427  0.43260348 -2.3739543  -3.8956351 ],[0.41756725 0.30102524 0.28140748],8334,0,2,165,False
8336,[ 0.38497194  1.86202675 -1.82176789 -4.80220993],[ 0.92680895  0.37553313 -0.28713104  0.9578913  -1.8217679  -4.80221   ],[0.45797905 0.30157617 0.24044481],8335,1,2,166,False
8337,[ 0.19158362  0.63716166 -0.09860535 -7.51395208],[ 0.98170394  0.19041377  0.8037876   0.5949164  -0.09860535 -7.5139523 ],[0.55489707 0.27978504 0.16531783],8336,1,3,167,False
8338,[-1.24424984  1.00705164 -2.23648957  4.82107297],[ 0.32077393 -0.9471558   0.53435516  0.84526    -2.2364895   4.821073  ],[0.18191658 0.29450804 0.52357537],8294,1,2,111,False
8339,[-1.54503109  1.80770938 -0.76362651  3.23621891],[ 0.02576239 -0.9996681  -0.23470302  0.9720671  -0.7636265   3.236219  ],[0.24350555 0.33518597 0.42130843],8338,2,2,112,False
8340,[-1.55052943  2.31407105  0.69818695  1.82500366],[ 0.0202655  -0.99979466 -0.67670256  0.7362565   0.69818693  1.8250036 ],[0.29950103 0.3635039  0.33699507],8339,2,2,113,False
8341,[-1.26790361  2.5082285   2.09255799  0.09044311],[ 0.29828247 -0.9544776  -0.80604094  0.59185976  2.092558    0.09044311],[0.3601858 0.3475945 0.2922197],8340,1,2,114,False
8342,[-0.74106517  2.36174922  3.09348054 -1.56609128],[ 0.73774993 -0.6750741  -0.7110236   0.7031681   3.0934806  -1.5660913 ],[0.42972714 0.30893928 0.2613336 ],8341,2,3,115,False
8343,[-0.17577338  0.95256315 -4.34397859  3.85865667],[ 0.9845916  -0.17486966  0.5795963   0.8149038  -4.3439784   3.8586566 ],[0.17494287 0.27594018 0.549117  ],8117,0,0,157,False
8344,[-0.97682502  1.48731342 -3.52743818  1.42604265],[ 0.55965656 -0.8287246   0.08338597  0.9965173  -3.5274382   1.4260427 ],[0.249305   0.29448912 0.45620587],8343,2,2,158,False
8345,[-1.52354906  1.4960494  -1.86992432 -1.22567012],[ 0.04722968 -0.9988841   0.07467734  0.99720776 -1.8699243  -1.2256701 ],[0.33920106 0.3487078  0.31209114],8344,0,2,159,False
8346,[-1.73537876  1.09604234 -0.27078885 -2.67019282],[-0.16384043 -0.98648685  0.45711967  0.8894052  -0.27078885 -2.6701927 ],[0.39547834 0.35176048 0.2527612 ],8345,2,2,160,False
8347,[-1.62185509  0.39286082  1.37868447 -4.34148211],[-0.05103658 -0.9986968   0.92381763  0.38283285  1.3786845  -4.341482  ],[0.44614062 0.34143952 0.2124199 ],8346,0,3,161,False
8348,[-0.96598255  1.46128726 -3.41854794  1.17839654],[ 0.5686089  -0.822608    0.10929032  0.99400985 -3.4185479   1.1783966 ],[0.25736922 0.29870275 0.44392803],8343,1,2,158,False
8349,[-1.48809023  1.42228804 -1.73243452 -1.46255997],[ 0.08261184 -0.9965818   0.147963    0.98899287 -1.7324345  -1.4625599 ],[0.3467136  0.35003996 0.3032465 ],8348,0,2,159,False
8350,[-1.6707146   0.97373827 -0.11923123 -2.92345628],[-0.0997521  -0.99501234  0.56221193  0.82699317 -0.11923123 -2.9234562 ],[0.405797   0.34986424 0.24433875],8349,2,2,160,False
8351,[-1.53980308  0.24919304  1.38434738 -4.26947326],[ 0.03098829 -0.99951977  0.96911174  0.24662201  1.3843474  -4.269473  ],[0.44568944 0.3405871  0.21372344],8350,1,2,161,False
8352,[-1.15571819 -0.6577136   2.38740377 -4.6417946 ],[ 0.40326142 -0.91508484  0.79139197 -0.611309    2.3874037  -4.6417947 ],[0.4627504  0.32060632 0.21664323],8351,2,3,162,False
8353,[ 1.27702543 -1.50743275  1.03950747 -7.11408134],[ 0.28956363  0.95715874  0.06332119 -0.9979932   1.0395075  -7.1140814 ],[0.526381   0.2870075  0.18661141],8316,2,2,163,False
8354,[ 1.22077636 -2.66866901 -1.44535116 -4.67858676],[ 0.34291658  0.93936586 -0.89024043 -0.45549098 -1.4453511  -4.678587  ],[0.43766847 0.30316988 0.25916165],8353,0,2,164,False
8355,[ 0.79587644  2.82287554 -2.54633743 -3.51686235],[ 0.6996588   0.71447706 -0.9496382   0.31334853 -2.5463374  -3.5168624 ],[0.40689304 0.3002531  0.29285392],8354,0,2,165,False
8356,[ 0.29351171  2.0918948  -2.22436629 -4.16668604],[ 0.9572338   0.28931552 -0.4978331   0.86727285 -2.2243662  -4.166686  ],[0.42554367 0.3108182  0.26363808],8355,1,2,166,False
8357,[ 1.62256031e-03  1.03816876e+00 -5.52835299e-01 -6.58227989e+00],"[ 9.9999869e-01  1.6225596e-03  5.0779867e-01  8.6147577e-01
 -5.5283529e-01 -6.5822797e+00]",[0.53347415 0.28396004 0.1825658 ],8356,2,3,167,False
8358,[-0.45401172 -2.71990588 -0.33612611 -5.83636497],[ 0.8986949  -0.43857437 -0.9123998  -0.40930003 -0.33612612 -5.8363647 ],[0.45617527 0.31902948 0.22479519],8146,1,2,146,False
8359,[-0.47514437  2.35197784  0.43959494 -6.62603966],[ 0.8892267  -0.45746684 -0.7041189   0.7100821   0.43959495 -6.6260395 ],[0.49778754 0.30257946 0.19963303],8358,2,2,147,False
8360,[-0.18440124  0.77458384  2.48127822 -9.33724261],[ 0.98304623 -0.18335795  0.71471214  0.6994187   2.4812782  -9.337243  ],[0.6063859  0.25350106 0.14011306],8359,2,0,148,False
8361,[ 0.33483078 -1.14348371  2.05161133 -8.77147444],[ 0.94446594  0.32860935  0.41442657 -0.91008276  2.0516114  -8.771475  ],[0.58368593 0.26745856 0.14885545],8360,0,2,149,False
8362,[ 0.51311039 -2.57129017 -0.10025876 -5.86012136],[ 0.87122184  0.49088946 -0.8417377  -0.5398867  -0.10025876 -5.8601213 ],[0.47905788 0.29319543 0.22774667],8361,2,3,150,False
8363,[-0.85525684  1.15365531 -2.10000905  2.71327829],[ 0.6560247  -0.75473946  0.4051483   0.91425097 -2.100009    2.7132783 ],[0.2285457  0.30844772 0.4630066 ],8034,0,2,96,False
8364,[-1.16289573  1.52399041 -0.95395243  1.02588637],[ 0.39668304 -0.91795564  0.04678882  0.9989048  -0.95395243  1.0258864 ],[0.29366297 0.3300394  0.37629765],8363,1,2,97,False
8365,[-1.22265399  1.55140077  0.36138519 -0.74037676],[ 0.3411522  -0.9400081   0.01939434  0.9998119   0.3613852  -0.7403768 ],[0.36144105 0.34135672 0.29720217],8364,0,2,98,False
8366,[-1.01847908  1.2215281   1.67449951 -2.59734992],[ 0.52466136 -0.851311    0.34221032  0.93962336  1.6744995  -2.59735   ],[0.42258388 0.34165406 0.23576209],8365,0,2,99,False
8367,[-0.55912633  0.49622288  2.87039253 -4.61756072],[ 0.8477189  -0.53044575  0.87938714  0.4761074   2.8703926  -4.617561  ],[0.4885062  0.30126604 0.21022777],8366,0,3,100,False
8368,[ 0.31401401 -1.08494607  1.88699149 -8.24466283],[ 0.9511014   0.30887884  0.4669604  -0.88427824  1.8869915  -8.244663  ],[0.57484245 0.27065888 0.15449868],8360,2,2,149,False
8369,[ 0.49118448 -2.46879335 -0.01821316 -5.84350748],[ 0.8817748   0.47167066 -0.7820803  -0.6231777  -0.01821316 -5.8435073 ],[0.48085043 0.29404846 0.22510113],8368,0,2,150,False
8370,[ 0.38172932  2.78322966 -0.820698   -4.76521027],[ 0.9280218   0.37252587 -0.93647224  0.35074168 -0.820698   -4.76521   ],[0.45623943 0.2959354  0.24782513],8369,2,2,151,False
8371,[ 0.25108788  1.79293719 -0.31631434 -5.40878073],[ 0.9686427   0.24845788 -0.22031838  0.975428   -0.31631434 -5.4087806 ],[0.500806   0.2873529  0.21184114],8370,2,2,152,False
8372,[ 0.32287789  0.47365005  0.97585401 -7.77271926],[ 0.9483262   0.31729704  0.88990927  0.45613754  0.97585404 -7.7727194 ],[0.5699712  0.27209795 0.15793091],8371,0,3,153,False
8373,[ 0.32446948 -1.11429756  1.9701585  -8.50933667],[ 0.94782     0.318806    0.44080812 -0.89760137  1.9701585  -8.509336  ],[0.5792784  0.26907855 0.15164305],8360,1,2,149,False
8374,[ 0.50819959 -2.54243109 -0.01308841 -6.05818604],[ 0.873622    0.48660517 -0.82580876 -0.5639503  -0.01308841 -6.058186  ],[0.48484203 0.29198906 0.22316891],8373,0,2,150,False
8375,[ 0.4198965   2.6164559  -0.56585387 -5.5211582 ],[ 0.9131311   0.40766594 -0.8652554   0.5013313  -0.5658539  -5.521158  ],[0.47652024 0.29008728 0.23339242],8374,0,2,151,False
8376,[ 0.38246321  1.4143762   0.36256126 -6.8187513 ],[ 0.92774814  0.37320685  0.15578304  0.9877913   0.36256126 -6.8187513 ],[0.5430404  0.27409258 0.18286699],8375,1,2,152,False
8377,[ 0.56392135 -0.1570119   1.0340259  -8.30644133],[ 0.8451656   0.5345045   0.9876989  -0.15636757  1.0340259  -8.306441  ],[0.5740219  0.28108075 0.14489731],8376,1,3,153,False
8378,[-0.83418134 -0.9310569   2.68705021 -8.55576051],[ 0.67178434 -0.7407468   0.5969864  -0.80225134  2.68705    -8.55576   ],[0.5669325  0.27426413 0.15880336],7925,2,2,159,False
8379,[-0.34973491 -2.46039941  2.22630892 -6.9640508 ],[ 0.93946356 -0.34264877 -0.77682185 -0.6297204   2.2263088  -6.964051  ],[0.5157718  0.2912519  0.19297628],8378,2,2,160,False
8380,[ 0.1091557   2.41559471  2.4579425  -7.39124942],[ 0.9940484   0.10893907 -0.7478373   0.6638821   2.4579425  -7.391249  ],[0.54617095 0.27163544 0.18219359],8379,0,2,161,False
8381,[ 0.67002644  0.76089226  3.17486911 -9.33328234],[ 0.78380525  0.6210067   0.72422105  0.6895679   3.174869   -9.333282  ],[0.61946434 0.24499717 0.13553843],8380,1,0,162,False
8382,[ 1.23221989 -1.08877189  1.90497522 -8.26478265],[ 0.33214468  0.9432284   0.4635739  -0.8860583   1.9049752  -8.264783  ],[0.5608329  0.27354196 0.16562513],8381,0,3,163,False
8383,[-1.25505337 -0.56732709  2.61591409 -5.28410644],[ 0.3105228  -0.95056593  0.84334034 -0.5373798   2.615914   -5.2841063 ],[0.47918922 0.3129518  0.207859  ],8256,1,2,162,False
8384,[-0.64959271 -1.60127383  3.40030465 -4.88367494],[ 0.7963302  -0.6048621  -0.03047278 -0.9995356   3.4003046  -4.883675  ],[0.5019098  0.29481003 0.20328015],8383,1,2,163,False
8385,[ 0.09681033 -2.49870177  3.96158219 -4.02048037],[ 0.9953175   0.09665918 -0.800366   -0.5995117   3.9615822  -4.02048   ],[0.52488464 0.26816002 0.20695534],8384,0,2,164,False
8386,[ 0.86078307  3.09773041  3.5030499  -2.86881605],[ 0.65184385  0.75835323 -0.9990382   0.04384819  3.5030499  -2.8688161 ],[0.49251464 0.27718934 0.23029605],8385,1,2,165,False
8387,[ 1.44812322  2.63751719  2.31453351 -1.70628669],[ 0.12236565  0.9924851  -0.8756214   0.4829981   2.3145335  -1.7062867 ],[0.4346474  0.30232882 0.26302376],8386,1,3,166,False
8388,[ 0.23712733 -1.74036333 -1.45284304 -5.43708826],[ 0.9720168   0.23491132 -0.16875558 -0.98565793 -1.4528431  -5.4370885 ],[0.46386608 0.32082808 0.21530588],8112,0,2,155,False
8389,[-0.23528764 -2.5587752  -2.95817705 -3.11647564],[ 0.97244734 -0.2331227  -0.8349153  -0.55037844 -2.958177   -3.1164756 ],[0.36976537 0.32476822 0.30546647],8388,2,2,156,False
8390,[-0.83316645 -3.13768682 -2.77765656 -3.03460651],[ 0.6725358  -0.7400646  -0.9999924  -0.00390582 -2.7776566  -3.0346065 ],[0.36055374 0.3302461  0.30920017],8389,2,2,157,False
8391,[-1.24419095  2.35473795 -1.0737503  -5.11219805],[ 0.32082972 -0.9471369  -0.7060761   0.70813596 -1.0737503  -5.112198  ],[0.42552114 0.33666116 0.23781775],8390,0,2,158,False
8392,[-1.18283882  1.04466605  1.75629204 -8.16285215],[ 0.3782985  -0.9256837   0.50219077  0.8647569   1.756292   -8.162852  ],[0.5446764  0.29326257 0.16206098],8391,1,3,159,False
8393,[ 0.12225329 -2.71294927 -4.48055623  2.25266701],[ 0.99253637  0.12194899 -0.90953046 -0.41563728 -4.480556    2.252667  ],[0.26934654 0.3016216  0.42903182],7335,2,2,141,False
8394,[-0.73014988 -2.1925033  -3.87051973  2.82850038],[ 0.74507445 -0.66698134 -0.58242357 -0.81288546 -3.8705196   2.8285003 ],[0.2312933  0.30955955 0.45914719],8393,0,2,142,False
8395,[-1.38123739 -1.64641569 -2.59060229  2.46104135],[ 0.18842575 -0.98208743 -0.07554731 -0.9971422  -2.5906024   2.4610415 ],[0.24877392 0.32167834 0.42954776],8394,0,2,143,False
8396,[-1.77932612 -1.21412659 -1.39750583  1.7745708 ],[-0.20702177 -0.97833633  0.34915552 -0.9370648  -1.3975059   1.7745708 ],[0.271871   0.33183184 0.3962972 ],8395,2,3,144,True
8397,[-1.38640997  2.09078443 -1.51625368  2.49104954],[ 0.18334332 -0.9830489  -0.4968698   0.8678251  -1.5162537   2.4910495 ],[0.26093206 0.31988606 0.41918185],1382,2,2,97,False
8398,[-1.55462027  2.40853724 -0.16624081  0.72119665],[ 0.01617535 -0.99986917 -0.74313337  0.6691433  -0.16624081  0.72119665],[0.31342056 0.35811505 0.32846442],8397,0,2,98,False
8399,[-1.46048103  2.40242435  1.10205531 -0.79657515],[ 0.11009168 -0.99392146 -0.7390291   0.6736735   1.1020553  -0.7965751 ],[0.35917842 0.36039442 0.28042716],8398,1,2,99,False
8400,[-1.1190782   2.07706641  2.28626947 -2.50855559],[ 0.43651196 -0.89969844 -0.4849186   0.8745593   2.2862694  -2.5085557 ],[0.41725072 0.33661854 0.24613073],8399,1,2,100,False
8401,[-0.55311916  1.34683357  3.3406697  -4.88184617],[ 0.85089004 -0.52534384  0.22209515  0.975025    3.3406696  -4.881846  ],[0.49116403 0.2985767  0.21025935],8400,0,3,101,False
8402,[-0.95507343  1.43512265 -3.30853365  0.92836666],[ 0.5775488  -0.8163561   0.13525783  0.99081045 -3.3085337   0.92836666],[0.26519543 0.3025613  0.4322433 ],8343,0,2,158,False
8403,[-1.45237277  1.34776749 -1.59485573 -1.70284845],[ 0.11814696 -0.9929961   0.22118445  0.975232   -1.5948558  -1.7028484 ],[0.35576403 0.3503406  0.29389536],8402,0,2,159,False
8404,[-1.60633843  0.85026629  0.02544878 -3.1750659 ],[-0.03553462 -0.9993684   0.65978307  0.75145614  0.02544877 -3.175066  ],[0.41601846 0.3473976  0.23658398],8403,2,2,160,False
8405,[-1.46187544  0.10958396  1.36038065 -4.1479902 ],[ 0.10870565 -0.994074    0.9940017   0.10936476  1.3603806  -4.14799   ],[0.44359967 0.34040782 0.2159925 ],8404,2,2,161,False
8406,[-1.06413769 -0.82569268  2.53527704 -5.01090363],[ 0.48525837 -0.8743708   0.678048   -0.73501766  2.5352771  -5.010904  ],[0.47380945 0.3159962  0.21019432],8405,0,3,162,False
8407,[ 0.29048192 -1.86866648 -2.27093177 -4.38173376],[ 0.958106    0.286414   -0.2934848  -0.95596373 -2.2709317  -4.381734  ],[0.426892   0.32644346 0.24666451],7475,1,2,154,False
8408,[-0.32338239 -2.47578957 -3.55078109 -2.03450245],[ 0.948166   -0.31777543 -0.786421   -0.6176909  -3.550781   -2.0345025 ],[0.34704092 0.31634256 0.33661646],8407,2,2,155,False
8409,[-1.02684978 -2.81906181 -3.30057207 -1.70727901],[ 0.517517   -0.85567296 -0.94843626 -0.3169679  -3.3005722  -1.707279  ],[0.33215454 0.3215768  0.34626862],8408,2,2,156,False
8410,[-1.59544505  3.03267637 -2.28297926 -2.76646421],[-0.02464622 -0.99969625 -0.99407446  0.10870107 -2.2829792  -2.7664642 ],[0.35251334 0.3412248  0.3062619 ],8409,2,2,157,False
8411,[-1.8974043   2.3240853  -0.61941247 -4.35281832],[-0.32083216 -0.94713604 -0.68404156  0.729443   -0.6194125  -4.3528185 ],[0.4005275  0.34616914 0.25330332],8410,2,3,158,False
8412,[ 0.15855601  2.80625581 -4.19942262 -1.23173828],[ 0.9874563   0.1578925  -0.9442995   0.32908726 -4.199423   -1.2317383 ],[0.35341266 0.29154778 0.35503957],8121,2,2,168,False
8413,[-0.6282197   2.44807576 -3.40628853 -2.66257342],[ 0.80907506 -0.5877053  -0.7690026   0.6392456  -3.4062886  -2.6625733 ],[0.35916385 0.32602966 0.31480646],8412,2,2,169,False
8414,[-1.07500729  1.60133109 -0.80820872 -5.9937385 ],[ 0.47572583 -0.8795936  -0.03053002  0.99953383 -0.8082087  -5.9937387 ],[0.47686574 0.31951806 0.20361623],8413,0,2,170,False
8415,[-0.93187678  0.04222865  1.88753815 -9.15012731],[ 0.5963285 -0.8027405  0.9991085  0.0422161  1.8875382 -9.150127 ],[0.5844048  0.27277994 0.14281522],8414,1,0,171,False
8416,[-0.58935702 -1.64543009  1.22767627 -7.32752733],[ 0.83129823 -0.5558266  -0.07456449 -0.99721617  1.2276763  -7.3275275 ],[0.5240942  0.29528838 0.1806174 ],8415,2,3,172,False
8417,[-0.73041642 -2.47982831 -3.88641572  1.89297867],[ 0.74489665 -0.6671799  -0.78890926 -0.6145097  -3.8864157   1.8929787 ],[0.25852495 0.30927637 0.43219867],8049,1,2,142,False
8418,[-1.39656071 -2.1261041  -2.7164625   1.5011777 ],[ 0.17335537 -0.98485935 -0.5272049  -0.84973824 -2.7164626   1.5011777 ],[0.27830586 0.32200775 0.39968637],8417,1,2,143,False
8419,[-1.80524629 -1.94962252 -1.38431055  0.17412508],[-0.23230803 -0.97264224 -0.36983013 -0.9290994  -1.3843106   0.17412508],[0.31993923 0.34121203 0.3388487 ],8418,0,3,144,True
8420,[-1.45324339 -0.14015978  2.41155347 -4.88506808],[ 0.11728238 -0.9930986   0.99019367 -0.13970134  2.4115534  -4.885068  ],[0.46569693 0.3211172  0.21318597],8181,0,2,162,False
8421,[-0.85831673 -1.17694023  3.45983909 -5.22068742],[ 0.6537122  -0.75674325  0.3837521  -0.92343616  3.459839   -5.2206874 ],[0.50289756 0.29426387 0.20283854],8420,0,2,163,False
8422,[-0.09145213 -2.13982726  4.13751982 -4.26604848],[ 0.9958212  -0.09132471 -0.5388159  -0.8424235   4.13752    -4.2660484 ],[0.5334082  0.26406026 0.20253155],8421,0,2,164,False
8423,[ 0.74171336 -2.85919973  4.01489217 -2.93099485],[ 0.7373122   0.6755522  -0.9603914  -0.27865458  4.014892   -2.9309947 ],[0.51722217 0.26088396 0.22189383],8422,0,0,165,False
8424,[ 1.45154568  2.96135134  2.99713969 -1.71318661],[ 0.1189682   0.99289805 -0.9838005   0.17926699  2.9971397  -1.7131866 ],[0.44899592 0.286992   0.264012  ],8423,0,3,166,False
8425,[ 1.21049178 -1.02885543  1.72748003 -7.72006043],[ 0.35255924  0.93578947  0.51579976 -0.8567092   1.72748    -7.7200603 ],[0.55405563 0.27734756 0.1685969 ],8381,2,2,163,False
8426,[ 1.29084358 -2.29345139 -0.88620337 -5.04475752],[ 0.27631024  0.9610685  -0.66137844 -0.7500524  -0.88620335 -5.0447574 ],[0.45492586 0.30336344 0.24171071],8425,0,2,164,False
8427,[ 0.91207431 -3.06647878 -2.67524422 -2.88046076],[ 0.61210674  0.7907751  -0.9971803  -0.07504326 -2.6752443  -2.8804607 ],[0.3929463 0.2985355 0.3085183],8426,2,2,165,False
8428,[ 0.2998528   2.73968088 -3.26029725 -2.19311608],[ 0.95537996  0.29537958 -0.92031485  0.3911785  -3.2602973  -2.1931162 ],[0.37376142 0.29991704 0.3263215 ],8427,2,2,166,False
8429,[-0.2907633   2.16857822 -2.36803406 -3.85745742],[ 0.95802534 -0.28668356 -0.5628104   0.826586   -2.3680341  -3.8574574 ],[0.40280566 0.3239772  0.27321714],8428,0,3,167,False
8430,[ 0.22305613 -1.68944782 -1.54380237 -4.98548409],[ 0.9752259   0.22121108 -0.11837329 -0.99296916 -1.5438024  -4.985484  ],[0.4524551  0.323135   0.22440998],8112,2,2,155,False
8431,[-0.25220894 -2.42144265 -2.9272107  -2.65579557],[ 0.9683636  -0.24954362 -0.75170684 -0.65949744 -2.9272108  -2.6557956 ],[0.3605116  0.32598782 0.3135006 ],8430,2,2,156,False
8432,[-0.84224667 -2.90363701 -2.77852582 -2.48011689],[ 0.6657882  -0.74614084 -0.9718219  -0.23571637 -2.7785258  -2.4801168 ],[0.34907526 0.3287337  0.322191  ],8431,1,2,157,False
8433,[-1.29283521  2.74592451 -1.54213612 -4.06907449],[ 0.27439559 -0.9616169  -0.92273927  0.3854248  -1.5421361  -4.0690746 ],[0.3858455  0.34468296 0.2694715 ],8432,0,2,158,False
8434,[-1.38579637  1.70949173  0.76605793 -6.44347083],[ 0.18394649 -0.98293626 -0.13825117  0.9903972   0.7660579  -6.443471  ],[0.4807926  0.31998995 0.19921753],8433,1,3,159,False
8435,[-0.64102496  0.22411479 -3.40592104  6.09956827],[ 0.8014832  -0.5980172   0.9749912   0.22224338 -3.405921    6.0995684 ],[0.13858838 0.26308787 0.5983237 ],8223,1,0,96,False
